,Time_index,Frequency,Bandwidth,Amplitude
9121,"[9121, 9121, 9121, 9121]","[182, 364, 596, 853]","[24.341393345251788, 49.77911576556534, 32.59537667812174, 61.98765905658786]","[2173.158957814461, 19.88484939142454, 78.93656023555786, 14.123189543535172]"
9122,"[9122, 9122, 9122, 9122]","[182, 365, 597, 856]","[24.40046203901923, 50.36286757428121, 31.80534927010183, 59.604361420438636]","[2183.274141397461, 19.98083546526783, 80.87525520044568, 15.840429615584112]"
9123,"[9123, 9123, 9123, 9123]","[183, 366, 596, 856]","[24.445129182063624, 50.46380376935633, 31.948135049018674, 58.1117242407239]","[2193.2462529985305, 20.48920144142663, 84.23740112401015, 17.019845147442417]"
9124,"[9124, 9124, 9124, 9124]","[184, 367, 596, 855]","[24.500022535593303, 50.99899438894329, 31.977606122848783, 57.66882037274513]","[2186.782339201421, 20.68181859461179, 87.26725666251957, 17.45151414634594]"
9125,"[9125, 9125, 9125, 9125]","[184, 368, 596, 855]","[24.517735721127394, 51.16785575657889, 31.727255442384717, 56.52064503487952]","[2191.949577830246, 21.183690765205068, 86.10538447081034, 17.43993480093656]"
9126,"[9126, 9126, 9126, 9126]","[185, 368, 596, 855]","[24.5608060160568, 50.96452823839303, 31.51949686323951, 56.034453609682714]","[2188.724221073867, 21.998368145515308, 84.32573162859276, 17.308669412873854]"
9127,"[9127, 9127, 9127, 9127]","[185, 369, 596, 855]","[24.551983389771436, 51.12030110034806, 31.581682389436082, 55.99527939962297]","[2187.599733617124, 22.131323421767632, 84.69544960564536, 16.831805653861373]"
9128,"[9128, 9128, 9128, 9128]","[186, 371, 596, 853]","[24.583274703207593, 51.09327052943445, 31.26267001554561, 54.07897478270161]","[2196.9645749339165, 22.807075377645294, 84.56163365922149, 16.85721599270568]"
9129,"[9129, 9129, 9129, 9129]","[186, 371, 597, 853]","[24.582012470219382, 50.0971822211294, 31.205499095646587, 52.367210560720196]","[2219.62295345266, 23.557345540982148, 80.32472267627304, 16.65006939838474]"
9130,"[9130, 9130, 9130, 9130]","[187, 372, 597, 853]","[24.57929424069394, 49.10700245220903, 31.85990867147757, 51.13148891445644]","[2237.1654911897276, 24.14566167603064, 76.58875249824396, 16.00264003339136]"
9131,"[9131, 9131, 9131, 9131]","[187, 373, 597, 853]","[24.521462554679687, 48.69948277290729, 33.337333206719904, 43.993771339759974]","[2272.3258078046956, 24.5776662803088, 74.75333599762699, 15.745921846861078]"
9132,"[9132, 9132, 9132, 9132]","[188, 373, 598, 853]","[24.442334935832577, 48.780956782573185, 33.725911839423475, 42.77922507711605]","[2296.193559476498, 24.922318050930073, 72.54834596876091, 15.538062847207918]"
9133,"[9133, 9133, 9133, 9133]","[188, 373, 598, 854]","[24.371698896373147, 48.2338620974071, 33.52222084820721, 41.899452758310986]","[2307.84207607479, 24.651277503037473, 70.23408060214535, 15.380555921774722]"
9134,"[9134, 9134, 9134, 9134]","[189, 374, 598, 854]","[24.31721574583881, 48.925630464396875, 34.525893000487486, 41.49489323184616]","[2318.201692565269, 23.983075619481674, 67.24666386778352, 15.51090144297434]"
9135,"[9135, 9135, 9135, 9135]","[189, 376, 598, 854]","[24.228863160451027, 49.88070102340646, 35.404201995347535, 42.843135205691965]","[2335.150013609299, 23.466065579181848, 66.26765519103179, 15.06509951476044]"
9136,"[9136, 9136, 9136, 9136]","[190, 377, 597, 852]","[24.174993046422202, 49.82864965663322, 37.432013092145894, 46.97974787510407]","[2357.50985690179, 23.283670222801312, 63.72051405419338, 12.748150154082333]"
9137,"[9137, 9137, 9137, 9137]","[190, 377, 596, 854]","[24.08338264890301, 49.0643348252558, 42.21819947461415, 50.62685108421692]","[2403.7151992567924, 23.430227262202894, 59.83284703766442, 11.013207830987245]"
9138,"[9138, 9138, 9138]","[190, 358, 595]","[24.010158108952282, 48.795141657105205, 49.553973080129936]","[2442.0328035287607, 24.744655477855854, 55.158159071227765]"
9139,"[9139, 9139, 9139]","[191, 358, 596]","[23.93683772048388, 48.382901350878456, 56.43027710222657]","[2458.5801217312946, 25.32210923925356, 49.801712343640716]"
9140,"[9140, 9140, 9140]","[191, 358, 600]","[23.859702751837546, 47.96669896234198, 56.87352817821943]","[2468.0242557769625, 25.727540131814198, 48.21875157631584]"
9141,"[9141, 9141, 9141]","[191, 359, 600]","[23.786399860792272, 48.7817602906199, 53.429057912604435]","[2462.5935127826915, 26.510391026002743, 48.017980172999366]"
9142,"[9142, 9142, 9142]","[191, 359, 599]","[23.7557379898617, 48.651680069951, 50.893326819970866]","[2477.233584157311, 27.025232900412703, 50.965161841171096]"
9143,"[9143, 9143, 9143]","[191, 380, 595]","[23.733902018233636, 46.61044581344595, 49.49046254997381]","[2494.283097931406, 28.82938188878738, 54.716715300059505]"
9144,"[9144, 9144, 9144]","[191, 380, 593]","[23.71556646007511, 45.05073977844273, 48.27209889797871]","[2489.7111577877117, 29.76197901127484, 55.79372395411241]"
9145,"[9145, 9145, 9145]","[191, 381, 590]","[23.712796184583482, 44.44326810535114, 50.20324690489588]","[2485.1526580484515, 29.70335831923682, 53.27042411903223]"
9146,"[9146, 9146, 9146]","[191, 380, 589]","[23.71466940685002, 44.234104547712434, 53.40607599216014]","[2482.9678979763703, 29.665697212502963, 52.57771189826183]"
9147,"[9147, 9147, 9147]","[191, 380, 589]","[23.723090667956455, 43.431120151226764, 54.05324840299852]","[2472.5934782519566, 30.759690344531556, 52.90840170599202]"
9148,"[9148, 9148, 9148]","[191, 380, 587]","[23.733973029109336, 43.017751501009116, 53.62894944686104]","[2461.5596965718687, 31.86230533934564, 52.62478205764616]"
9149,"[9149, 9149, 9149]","[191, 380, 585]","[23.741660325532564, 43.574467142185426, 53.6225836483859]","[2455.2285507765446, 33.25616696972382, 54.766799318431524]"
9150,"[9150, 9150, 9150]","[191, 379, 584]","[23.755069776485726, 43.97722369024774, 55.25769674583796]","[2465.8323908409657, 34.137870322298895, 53.47625966097313]"
9151,"[9151, 9151, 9151]","[191, 362, 583]","[23.753053494168, 42.331880601264515, 57.096792999159334]","[2456.8896347852074, 37.75125646614396, 51.90147388073878]"
9152,"[9152, 9152, 9152]","[191, 363, 581]","[23.765894737351744, 40.21817598513206, 59.36863844747768]","[2441.735430066847, 39.856981368633406, 50.13455948095477]"
9153,"[9153, 9153, 9153]","[191, 363, 580]","[23.79831304821377, 40.35626466348049, 61.30233464935907]","[2449.7806709306387, 41.15255988776068, 48.76438135170362]"
9154,"[9154, 9154, 9154]","[191, 364, 583]","[23.801439355077264, 40.56768449360135, 63.530960329539994]","[2428.21202337825, 40.21289598180611, 44.34465961161055]"
9155,"[9155, 9155, 9155]","[190, 366, 588]","[23.798779681171595, 40.39014904280816, 58.813100331194846]","[2400.6935300721934, 38.35695203871617, 46.22410436095923]"
9156,"[9156, 9156, 9156, 9156]","[190, 375, 588, 925]","[23.782498735819672, 39.40237273381166, 53.010865453350675, 46.217672291751455]","[2384.217939328387, 39.70159657679805, 51.10485920251361, 10.365475433066553]"
9157,"[9157, 9157, 9157, 9157]","[190, 376, 588, 924]","[23.753331966531448, 38.62547886069376, 51.35868489703182, 45.88454240716612]","[2388.367031165625, 40.352464420784905, 52.45742723906811, 10.973117043384608]"
9158,"[9158, 9158, 9158, 9158]","[190, 374, 587, 925]","[23.752128208407356, 37.81186838530323, 50.695413966247884, 43.59677422670643]","[2420.7315576547903, 39.721965396203025, 55.14925706121233, 12.310247332671825]"
9159,"[9159, 9159, 9159, 9159]","[190, 372, 585, 926]","[23.75522321285584, 36.98576860482501, 51.36869833587423, 43.23683682447256]","[2435.9646289459915, 38.36042606773243, 54.36901944662588, 12.906536065469647]"
9160,"[9160, 9160, 9160, 9160]","[190, 368, 583, 926]","[23.751804204010654, 36.313055009436255, 54.93529362699417, 44.41446084190943]","[2449.079141550978, 38.2972127115265, 52.537352295439206, 12.747205839178728]"
9161,"[9161, 9161, 9161, 9161]","[190, 368, 582, 925]","[23.775157486049636, 35.90690361011775, 56.46612602675043, 44.94650018994423]","[2473.421081187168, 41.47996059694054, 52.29763917995023, 12.604758854210306]"
9162,"[9162, 9162, 9162, 9162, 9162, 9162]","[55, 189, 420, 508, 603, 1304]","[32.52859609458242, 23.85246308394065, 136.9247554147192, 41.90606142572858, 51.05793402729478, 180.05857845525816]","[101.73320941836388, 2532.665107748423, 117.0115527880721, 101.95013950666414, 103.97790246513613, 21.639910062399736]"
9163,"[9163, 9163, 9163, 9163, 9163, 9163, 9163]","[55, 189, 417, 506, 608, 1304, 1490]","[35.15972191058731, 24.018513587343648, 135.52419934646957, 38.228491804285, 46.59412878213709, 177.22135967499912, 68.80140776559756]","[414.40596397806553, 2642.768219701378, 364.87476026880375, 321.6520748205395, 254.25312690125074, 71.667904042659, 67.73772797811192]"
9164,"[9164, 9164, 9164, 9164, 9164, 9164, 9164]","[54, 189, 416, 505, 608, 1303, 1489]","[33.052114587730024, 24.019884072914465, 136.07228460114544, 37.75915846012356, 46.16492575306631, 176.2773333227592, 69.55597644573481]","[450.5754531277827, 2614.7129211450447, 374.3053375917024, 331.25916021954845, 259.64449365881717, 74.05684936580668, 69.59211435672692]"
9165,"[9165, 9165, 9165, 9165, 9165, 9165, 9165]","[54, 189, 416, 505, 608, 1303, 1489]","[33.08013210289461, 24.04898154880769, 136.17110430290057, 37.747279787096375, 46.506915548411484, 176.2810842562376, 69.57539592391527]","[450.57015949437715, 2578.624718332449, 374.0645552554107, 331.16371048266024, 256.69609952052474, 74.06054644751883, 69.5771616019851]"
9166,"[9166, 9166, 9166, 9166, 9166, 9166, 9166]","[54, 189, 416, 505, 608, 1303, 1489]","[33.09120649642747, 24.08027222552164, 136.42331414644093, 37.73578910585684, 46.52876950369364, 176.30027777723194, 69.58083333975173]","[450.5288509681826, 2533.746621986585, 373.92139119589115, 331.092495052509, 254.42619722631207, 74.06204229535525, 69.56907390448139]"
9167,"[9167, 9167, 9167, 9167, 9167, 9167, 9167]","[54, 188, 416, 505, 608, 1303, 1489]","[32.96505688446932, 24.088977116452185, 136.39345317241026, 37.723984849042665, 46.19649273269613, 176.31331067098358, 69.58248884523778]","[450.42698703545767, 2493.006123129601, 373.70477769055464, 331.0494874844982, 253.40770523517307, 74.05671972204193, 69.56936760243092]"
9168,"[9168, 9168, 9168, 9168, 9168, 9168, 9168]","[54, 188, 416, 505, 608, 1303, 1489]","[32.68389884477153, 24.08774088475826, 135.6910427045135, 37.68051374957861, 46.18748438597049, 176.51487292935371, 69.58768718673377]","[450.12830614294626, 2483.0463327327875, 373.5228642358884, 330.91558802239365, 252.4355811630528, 74.01712644527727, 69.55735857780375]"
9169,"[9169, 9169, 9169, 9169, 9169, 9169, 9169]","[54, 188, 416, 505, 607, 1303, 1489]","[32.69155970713388, 24.103842688500777, 134.77462114704304, 37.659186120170034, 46.17718867390147, 176.70908863197883, 69.57558218270083]","[449.9127906081735, 2457.347508074655, 373.409239501257, 330.83869432488507, 250.09905398586767, 74.00041845443975, 69.55007685477949]"
9170,"[9170, 9170, 9170, 9170, 9170, 9170, 9170]","[54, 188, 416, 505, 608, 1303, 1489]","[32.70183292642744, 24.065996955978164, 134.0040018492635, 37.631592533593334, 46.477572294939705, 176.85825015222804, 69.587178211018]","[449.7722237407977, 2402.33737312636, 373.2169031943059, 330.7370179854637, 247.38405337514433, 73.98842405070239, 69.54888471503263]"
9171,"[9171, 9171, 9171, 9171, 9171, 9171, 9171]","[54, 188, 416, 505, 608, 1303, 1489]","[32.673371212045275, 24.053558463756644, 133.74280733289282, 37.60851013861566, 46.6079020672056, 177.0238603496009, 69.59023146392337]","[449.7341301503145, 2380.026739672375, 372.94386441884524, 330.6740652095124, 244.38906821700454, 73.96520093934839, 69.55021760782734]"
9172,"[9172, 9172, 9172, 9172, 9172, 9172, 9172]","[54, 188, 416, 505, 608, 1303, 1489]","[32.69552457849658, 24.01974836473036, 133.41741632539964, 37.57849445195836, 46.58879531362538, 177.3000804301389, 69.5809719622489]","[449.9060334242977, 2357.195631794977, 372.70462946156476, 330.54808398401036, 241.01812687438724, 73.93167256362973, 69.54728007181615]"
9173,"[9173, 9173, 9173, 9173, 9173, 9173, 9173]","[54, 187, 416, 505, 609, 1303, 1489]","[32.65480684317803, 23.996807757460118, 132.71262141325036, 37.53935220894169, 45.8615214788548, 177.42160727155078, 69.57109887677507]","[450.03601901456165, 2341.466667938991, 372.6614423484652, 330.4101186779914, 239.26209659659307, 73.90364101019739, 69.53464245965498]"
9174,"[9174, 9174, 9174, 9174, 9174, 9174, 9174]","[54, 187, 416, 505, 609, 1303, 1489]","[32.619839045349764, 23.945315675931596, 132.34574110612107, 37.53246148297461, 45.58272466659048, 178.4465071007089, 69.58064485369482]","[450.0389858907755, 2318.701632081861, 372.7070787271603, 330.3576541615111, 236.48443387661652, 73.87105673888274, 69.52795889301525]"
9175,"[9175, 9175, 9175, 9175, 9175, 9175, 9175]","[54, 187, 416, 505, 609, 1303, 1489]","[32.60745153856699, 23.911588962186528, 131.77515101421915, 37.517063340805294, 44.9004303590749, 179.74507705541987, 69.60022526026955]","[450.04648871468584, 2287.9502869328753, 372.6793196744349, 330.2008493615027, 234.88223671089207, 73.85228157132472, 69.52357458421987]"
9176,"[9176, 9176, 9176, 9176, 9176, 9176, 9176]","[54, 187, 416, 505, 609, 1303, 1489]","[32.6343010266759, 23.87182875843544, 131.75269305863304, 37.52966013024883, 44.97129059613428, 180.18240172709443, 69.62144688062085]","[450.1765123139, 2260.533382024933, 372.502428624394, 330.15260299023794, 233.36245672091502, 73.80623750553164, 69.50990852432179]"
9177,"[9177, 9177, 9177, 9177, 9177, 9177, 9177]","[54, 187, 416, 505, 609, 1303, 1489]","[32.5754112619975, 23.851922329271957, 131.68790750239566, 37.515586578441514, 45.75074794110503, 180.3823736437787, 69.6762593532244]","[450.39432980530336, 2243.323315514732, 372.417108471432, 330.0775356942251, 231.49006191450152, 73.75072605770788, 69.49151244750279]"
9178,"[9178, 9178, 9178, 9178, 9178, 9178, 9178]","[54, 187, 416, 505, 609, 1303, 1489]","[32.50964988600378, 23.868123361635412, 131.57837970118538, 37.462682693392594, 46.12901735572109, 180.59302194422867, 69.7250451726793]","[450.615838905388, 2220.6674641326713, 372.1122434923269, 329.9345363571902, 230.26370418675282, 73.74207827078364, 69.4653100693835]"
9179,"[9179, 9179, 9179, 9179, 9179, 9179]","[53, 186, 372, 504, 611, 1303]","[27.86777486073167, 23.787691885054414, 128.69708716028833, 34.23231456338726, 44.486350872514095, 177.1143344294262]","[287.33789144087126, 2108.719442106466, 209.49050520281443, 176.73526647464266, 124.00851066761976, 40.75322588863451]"
9180,"[9180, 9180]","[186, 372]","[23.732033075457736, 24.90825060013367]","[2004.382881991947, 94.51665239390765]"
9181,"[9181, 9181]","[186, 372]","[23.79314572042651, 24.21349829162108]","[2003.500086954556, 89.36277557963221]"
9182,"[9182, 9182]","[186, 371]","[23.89916061468236, 24.594660187190073]","[2021.0514063139412, 88.69036901268535]"
9183,"[9183, 9183]","[185, 371]","[24.005544610502398, 24.81980985850049]","[2051.5990648793004, 85.52916146229703]"
9184,"[9184, 9184]","[185, 371]","[24.0561859093051, 25.261739247691594]","[2079.3382735233286, 84.02762875710346]"
9185,"[9185, 9185]","[185, 370]","[24.11814874989355, 25.678449642324097]","[2090.9088924178595, 83.3506042095551]"
9186,"[9186, 9186]","[185, 369]","[24.186684786326026, 26.009972030058634]","[2117.103117236894, 82.83107565147425]"
9187,"[9187, 9187]","[184, 369]","[24.185814833758258, 26.005170369245832]","[2132.854531649976, 84.66294887640709]"
9188,"[9188, 9188]","[184, 368]","[24.156337026172025, 25.83970136995231]","[2130.5561266726463, 85.93755616675452]"
9189,"[9189, 9189]","[184, 367]","[24.141495325608048, 25.67805527227881]","[2146.9214889017653, 86.4023678649212]"
9190,"[9190, 9190]","[183, 366]","[24.088235770552814, 25.502558028806334]","[2154.9005977463125, 87.89891199181142]"
9191,"[9191, 9191, 9191]","[183, 366, 547]","[24.004117129166843, 25.30950045525549, 61.98977968645124]","[2166.1807613572973, 89.90626167583024, 9.67858213270279]"
9192,"[9192, 9192, 9192]","[183, 365, 547]","[23.94325022582595, 25.120973020097722, 58.061725107089444]","[2173.705951537171, 92.37528856772155, 12.106226448868894]"
9193,"[9193, 9193, 9193, 9193]","[17, 183, 365, 550]","[14.487454770513317, 23.905142055557747, 24.88863169701932, 63.17563509996734]","[41.05887107947563, 2181.9348591588487, 94.89242044742974, 13.808117103336976]"
9194,"[9194, 9194, 9194, 9194]","[17, 182, 365, 561]","[14.570418930033554, 23.83868820105215, 24.725601205644466, 59.50872342120476]","[42.48397714809267, 2182.562940845459, 94.94799233274057, 17.965664364721626]"
9195,"[9195, 9195, 9195, 9195]","[17, 182, 364, 563]","[14.415926921209309, 23.785155384176022, 24.50350581490551, 49.32897409117777]","[40.32986746744354, 2204.0003836540354, 95.59634306145455, 21.624783174197287]"
9196,"[9196, 9196, 9196]","[182, 364, 564]","[23.740955395278093, 24.327086714096538, 46.63996464618958]","[2212.390663675113, 97.1912553799695, 24.292065738040975]"
9197,"[9197, 9197, 9197]","[182, 364, 564]","[23.729765570455072, 24.230462599987106, 45.95749823828021]","[2209.8167074233606, 97.22438975173122, 27.26710417476597]"
9198,"[9198, 9198, 9198]","[182, 364, 564]","[23.759232748050977, 24.218738721038676, 45.72974876148771]","[2204.7224177688367, 95.99628973980174, 29.66417238490658]"
9199,"[9199, 9199, 9199]","[182, 364, 564]","[23.77675852165433, 24.261224368553542, 46.745225663166934]","[2180.07065136613, 95.40106875336409, 31.868359757201013]"
9200,"[9200, 9200, 9200]","[182, 364, 567]","[23.79451733357834, 24.272652152335638, 47.27034546380469]","[2149.6237373288363, 95.30921669339233, 35.42905206625106]"
9201,"[9201, 9201, 9201]","[182, 364, 569]","[23.804708390445768, 24.283493467649123, 45.683750316788974]","[2120.438058836764, 92.48989781525023, 38.48644095532293]"
